data,model,RMSE
Test,GRU,2.499786206115294
Test,Bi-LSTM,2.5047838353363443
Test,LSTM,2.5403516823142547
Train,Bi-LSTM,2.54756633521714
Train,LSTM,2.550482933113917
Train,GRU,2.581802620412795
Test,7DMA,3.3778638223698167
Train,7DMA,3.749271312706015
