data,model,RMSE
Test,GRU,2.5251135756292222
Test,LSTM,2.5272605180262677
Test,Bi-LSTM,2.5282247909851665
Train,Bi-LSTM,2.568858221333806
Train,LSTM,2.570763533572927
Train,GRU,2.5936945231074424
Test,7DMA,3.3778638223698167
Train,7DMA,3.749271312706015
