data,model,RMSE
Test,GRU,2.5085179224661616
Test,Bi-LSTM,2.525306495349726
Test,LSTM,2.5348098275570217
Train,GRU,2.5519224454037905
Train,Bi-LSTM,2.569643188860101
Train,LSTM,2.5853435668665776
Test,7DMA,3.3778638223698167
Train,7DMA,3.749271312706015
