data,model,RMSE
Test,GRU,2.509933615323889
Test,Bi-LSTM,2.5499375943883402
Test,LSTM,2.558280476199452
Train,GRU,2.569097180698844
Train,Bi-LSTM,2.580600345754286
Train,LSTM,2.608507220441863
Test,7DMA,3.3778638223698167
Train,7DMA,3.749271312706015
