data,model,RMSE
Test,GRU,2.4773617134326273
Test,LSTM,2.506880168234694
Test,Bi-LSTM,2.5088594851226604
Train,GRU,2.5262117486110074
Train,Bi-LSTM,2.539130419852272
Train,LSTM,2.5405424832881227
Test,7DMA,3.3778638223698167
Train,7DMA,3.749271312706015
