Time,rain,clear,cloudy,apparentTemperatureHigh,apparentTemperatureLow,precipIntensity,dewPoint,humidity,windSpeed,uvIndex,visibility
2018-12-15 00:00:00,1,0,0,33.74,33.74,0.0141,30.68,0.76,14.09,0,7.056
2018-12-16 00:00:00,1,0,0,44.64,34.83,0.003,40.4,0.86,7.84,0,8.66
2018-12-17 00:00:00,0,0,1,45.82,42.5,0.0,40.6,0.84,8.47,1,10.0
2018-12-18 00:00:00,1,0,0,44.78,41.88,0.0098,43.7,0.82,14.86,1,7.864
2018-12-19 00:00:00,1,0,0,45.29,38.72,0.001,42.4,0.84,9.6,0,9.984
2018-12-20 00:00:00,1,0,0,51.25,44.79,0.0017,41.3,0.79,10.96,0,10.0
2018-12-21 00:00:00,1,0,0,54.93,42.47,0.0175,46.7,0.82,14.85,1,8.247
2018-12-22 00:00:00,1,0,0,51.59,42.02,0.001,43.81,0.81,11.09,0,10.0
2018-12-23 00:00:00,1,0,0,55.1,38.37,0.0136,45.61,0.88,8.24,0,6.855
2018-12-24 00:00:00,1,0,0,45.1,31.89,0.0004,37.43,0.82,4.21,0,10.0
2018-12-25 00:00:00,0,0,1,43.38,39.55,0.0001,35.82,0.83,4.57,1,10.0
2018-12-26 00:00:00,0,0,1,46.45,37.9,0.0001,39.5,0.85,3.57,0,10.0
2018-12-27 00:00:00,0,0,1,45.68,32.11,0.0001,34.4,0.81,2.04,0,10.0
2018-12-28 00:00:00,0,0,1,44.69,34.59,0.0002,37.44,0.89,4.37,0,10.0
2018-12-29 00:00:00,0,0,1,53.13,37.78,0.0001,43.19,0.87,8.23,0,10.0
2018-12-30 00:00:00,0,0,1,51.06,35.44,0.0,42.2,0.87,5.72,1,10.0
2018-12-31 00:00:00,0,0,1,46.86,37.75,0.0,39.18,0.84,5.57,1,10.0
