data,model,RMSE
Test,LSTM,2.568645095505528
Test,GRU,2.570308237148429
Train,LSTM,2.5705067746620927
Train,GRU,2.5839912858807064
Train,Bi-LSTM,2.6034129033374613
Test,Bi-LSTM,2.6139849304346328
Test,7DMA,3.3778638223698167
Train,7DMA,3.749271312706015
