Station ID,Cycle0 (Bef),Cycle0 (Aft),Cycle1 (Bef),Cycle1 (Aft),Cycle2 (Bef),Cycle2 (Aft),Cycle3 (Bef),Cycle3 (Aft)
719,0,0,0,0,0,-2,3,-5
720,-1,-1,-1,-1,0,0,1,0
721,-2,-1,0,0,0,-1,2,-4
722,-2,0,-1,-1,1,-1,1,-5
723,-1,-1,1,-1,1,-4,4,-6
724,0,0,0,0,1,-1,1,-1
725,0,0,0,0,0,0,1,-1
726,-1,-1,0,0,0,-3,3,-3
727,2,-1,0,0,1,-3,1,-2
728,0,0,0,0,0,0,1,0
729,-1,-1,0,0,-1,-5,4,-6
730,0,0,0,0,-1,3,-1,2
731,0,1,0,0,0,0,1,-2
732,0,1,0,0,-1,6,-4,3
733,0,0,0,0,1,1,-1,7
734,0,0,0,0,0,0,1,-2
735,0,0,0,0,0,1,0,-3
736,1,0,0,0,0,0,0,-1
737,1,-1,1,1,-1,2,0,3
738,-1,-1,-1,-1,-1,0,2,-1
739,0,2,-1,0,0,0,1,-3
740,-1,-1,0,0,0,0,1,0
741,-1,-1,0,0,0,0,1,1
742,0,0,0,0,0,0,1,-2
743,0,0,-1,-1,0,-1,2,0
744,-1,-1,0,0,0,1,0,-1
745,0,2,-1,-1,0,2,-1,2
746,1,1,-1,0,0,0,1,3
747,0,0,0,0,0,-1,2,-1
748,-1,-1,0,0,0,-3,1,-4
749,0,0,1,-1,1,-1,1,-9
750,-1,-1,0,0,0,1,0,-3
751,1,0,0,0,0,0,-1,-1
752,0,0,0,0,0,0,1,0
753,1,0,0,1,0,2,-1,5
754,0,0,0,0,0,1,0,1
755,1,1,-1,-1,0,2,-1,3
756,-1,-1,0,0,0,-1,2,-5
757,-1,0,0,0,0,-4,4,-4
758,1,0,0,0,0,-1,2,-2
759,-1,-1,0,0,0,0,1,-2
760,0,0,0,0,0,0,1,-1
761,0,0,0,0,0,-1,2,-4
762,1,0,0,0,-1,-1,-7,6
763,0,0,0,0,0,1,0,-1
764,1,0,0,0,0,-1,2,0
765,0,0,0,0,0,1,0,1
766,0,0,0,0,-1,0,2,-1
767,0,0,0,0,0,0,1,-2
768,1,-1,1,-1,1,-4,3,-3
769,0,0,-1,-1,1,-5,3,-4
770,-1,-1,0,0,0,0,1,-5
771,-1,-1,0,0,0,0,0,1
772,1,-1,1,1,-1,3,-1,0
773,-1,2,0,0,1,1,-8,-8
774,0,0,0,0,0,0,1,0
776,0,1,0,0,0,-2,3,-2
777,0,1,0,1,0,-1,2,-2
779,1,0,0,1,0,5,-4,7
780,-2,-2,0,0,1,-1,1,-1
781,-1,0,0,0,0,1,0,2
782,0,0,0,0,0,-1,2,-6
784,0,0,-1,-1,0,1,0,-2
785,-1,1,0,1,-1,3,-1,3
786,1,1,-1,-1,0,-1,2,-1
787,0,0,-1,-1,1,-1,1,-1
788,1,0,0,0,0,0,1,1
789,0,0,0,0,0,1,0,1
790,1,-1,1,0,0,1,0,0
792,0,0,1,-1,1,1,-1,15
793,-1,-1,0,0,0,0,1,-1
794,0,0,0,0,0,1,0,0
795,0,1,0,0,0,-9,0,-11
796,0,2,-1,-1,0,0,1,-3
797,1,0,0,0,0,-2,3,-6
798,0,0,1,1,-1,-5,7,-6
800,0,0,1,1,-2,2,1,-1
801,0,1,0,0,-1,4,-2,12
802,-2,-2,-1,-1,0,-1,2,-4
803,1,0,0,0,0,2,-1,12
804,-1,-1,1,0,0,0,1,4
805,0,0,0,0,0,0,1,1
806,-1,-1,0,0,0,1,0,1
807,0,0,0,0,0,0,1,-2
808,-2,0,0,0,0,1,0,0
809,0,1,0,0,0,0,-2,-2
810,0,1,-1,1,0,0,-2,13
811,0,0,0,0,0,2,-1,6
812,0,0,0,0,0,2,-1,1
813,1,1,-1,-1,-1,4,-2,4
814,-1,-1,0,0,1,-1,1,-5
815,2,-1,0,0,0,3,-2,5
816,0,1,0,0,0,1,0,1
817,-1,-1,0,0,0,2,-1,-1
818,-1,2,0,0,0,1,0,3
819,1,0,0,0,0,0,1,-4
820,-2,-2,-1,-1,0,-1,2,-4
821,1,1,-1,-1,0,1,0,-1
826,1,-1,1,0,0,1,0,0
69,-1,2,0,0,0,-1,2,-7
83,2,-4,1,-2,-2,-2,-2,6
187,0,1,0,0,1,0,0,3
188,-1,0,0,0,1,0,0,1
189,0,1,0,0,0,1,0,-3
190,0,0,0,0,-1,1,1,-4
194,1,0,0,0,0,1,0,15
195,0,1,0,1,0,1,0,10
196,1,0,0,0,0,0,1,3
197,-1,3,-1,-1,0,0,1,-4
